nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp,sent,received
4,3,21,275,41,22,706617828145,706617828297
2,1,19,670,41,21,706617828734x8e\\x8e\\xcc\\x8ep\\x0c\\x8e\\x8e\\x0c\\x1c\\x82\\xfc,706617828492,706617828989
4,5,20,275,41,22,706617830160,706617830325
\\x8e\\x0c\\x8ep\\x8c\\x1c\\x82\\x0c\\x1c\\xe2\\xcc\\x8ep\\x0c\\x8e\\x9e\\x0c\\x1c\\G\x4\x7mk\x14\xa\xa5\x13\x88K\xe1\x82\x12\xef\x12\x9c5\xf7\x9fA\xae,706617830810
\\x82\\x0c\\x8ep\\x8c\\x1c\\x80\\x0c\\x8e\\x80L\\x8ep\\x0c\\x8e\\x8e\\x0c\\x1c\\x82\\xfc,706617831518,706617832005
\\x8e\\x0crp\\x8c\\x1c\\x82\\x0c\\x1c\\x80L\\x0c\\x8e\\x9e\\x0c\\x1c\\x82\\xfc,706617832680,706617832796
1,5,22,474,43,21,706617832925,706617833240
3,6,21,307,47,21,706617833887,706617833842
2,4,20,671,41,21,706617833858,706617834323
1,6,21,477,42,21,(70f\xcPwg\x03W9S5,706617835249
2,5,20,670,41,21,706617835767,706617836233
1,7,21,612,43,21,706617836541,706617836862
2,6,21,850,41,21,706617836874,706617837339
2,7,20,844,41,21,706617838082,706617838543
1,9,21,481,43,21,706617839457,706617839771
2,8,19,669,41,21,706617840090,706617840378
4,14,22,377,41,22,706617841227,706617841382
1,11,21,478,42,21,706617841972,706617842292
3,12,22,308,47\x0c\xa5\xf\x89/\xf1\x05\xfd\x0e\xa6zy\xc6%f\x14*,\xcc,706617842988
3,13,20,425,47,21,706617844542,706617844296
2,11,21,682,41,21,706617844614,706617845080
1,13,21,621,42,21,706617845088,706617845402
3,14,22,301,47,21,706617846250,706617846204
2,12,20,855,41,21,706617846422,706617846892
3,15,22,424,47,21,706617847258,706617847211
1,15,22,622,42,21,706617847703,706617848022
3,16,21,431,47,21,706617848665,706617848621
3,17,21,308,47,21,70\x95y\xe5\xc78,S\xfd:,706617849625
5,14,23,575,43,22,706617849936,706617850202
3,18,21,295,47,21,7\x90+\x00\x18r\xce\x03\xf6x\xf2,706617851031
2,15,21,787,40,21,706617851545,706617852016
3,19,21,272,47,21,706617852588,706617852543
1,18,21,601,42,21,706617852727,706617853049
3,20,2\xf2\xaa\x92\xfaH\x95\\V1\xe0\x1aQMe\xa4\xc9\xe2\x1e\xc9\x8d\xf9\x8e\x97F^\x14\xda,706617853754
1,19,22,465,42,21,706617854034,706617854348
3,21,21,378,47,21,706617855103,706617855056
4,27,22,164,41,22,706617855323,706617855479
3,22,21,382,47,21,706617856211,706617856167
1,21,20,468,42,21,706617856850,706617857163
2,18,19,770,41,21,706617857170,706617857638
5,18,22,548,42,22,706617857970,706617858386
3,24,21,284,47,21`\xe3J\x9d06617858378,706617858842
4,31,21,98,41,22,706617859352,706617859509
2,20,21,651,41,21,706617859786,706617860248
4,33,21,255,40,22,706617861366,706617861527
5,20,21,711,42,22,706617861986,706617862195
2,22,19,665,41,21,706617863002,706617863468
3,27,21,434,47,21,706617863950,706617863908
1,26,22,632,42,21,706617865293,706617865608
5,22,2\xa2\x83}w9\xec3\x02+\x6\x2/\x4Ld\xd6_\xc6\x06D\x0865\xd2\x8s,706617866420
1,27,21,631,42,21,706617866701,706617867018
4,38,21,148,40,22,706617867404,706617867563
2,25,21,664,41,21,706617867926,706617868393
4,40,21,254,40,22,706617869374,706617869330
1,29,21,498,42,21,706617869917,706617870235
2,27,23,833,41,21,706617870441,706617870905
1,30,22,500,42,21,706617871124,706617871438
5,25,23,578,41,22,706617871748,706617872212
3,33,22,443,47,21,706617873397,706617873348
1,32,21,642,42,21,706617873740,706617874055
3,34,22,442,47,21,706617874448,706617874605
2,30,22,676,41,21,706617874663,706617875128
1,33,21,647,42,21,706617875447,706617875611
3,35,21,321,47,21,706617876312,706617876263
1,34,21,648,42,21,706617876955,706617877136
4,46,21,156,40,22,706617877463,706617877625
\xa2\xe7\xfcl4k\xf\x13i\x1\x04fFs\xff\xa3\x173\xe8+:l\xe4\x9f\xd64\xca\x99\xe5\xcaA\x18\xcc%d,706617878468
2,32,21,877,41,21,706617878479,706617878947
4,48,21,158,40,22,706617879477,706617879635
5,29,21,72\xa2.\x88%\xde\x8f3>,?\x98\xc68\x8c\x1\xaf\xf0>|\xa5j,706617880478
3,39,21,331,47,21,706617881842,706617881650
1,37,2\xf1luwx\x\xda\x10C\x1\x0ffx\xf3!\xc\x0eW\x03\xeekMR\xa1\xc\x9e,706617882193
4,51,22,282,40,22,706617882499,706617882486
4,52,21,168,40,22,706617883086,706617883402
5,31,22,585,41,22,706617884076,706617884272
1,39,21,654,43,22,706617884394,706617884709
1,40,21,518,43,22,706617885111,706617885574
3,42,21,331,47,21,706617886065,706617886019
4,55,21,281,40,22,706617886528,706617886501
\3,T\x13\x8c\xfc\xad\xe0awi`h,\x00\x8\xe3j|\x10A\x991(\xc4\xd6\x8\x7\x94\x8\x01\xc9,706617887029
1,41,21,657,43,22,706617887309,706617887622
5,33,22,722,41,22,706617888093,706617888507
\3,\x4\x4\xac2\x12t\x96\x98$:!\xeam\x80\xc3\x92\xc6\x0c\xed\xf\xd0\x80w\xc3\x1e\x10\x14\x14,706617889039
1,42,21,660,43,22,706617889318,706617889630
4,59,22,283,40,22,706617890557,706617890522
1,43,21,525,43,22,706617890927,706617891245
2,60,21,284,40,22,706617891564,706617891722
5,35,21,587,41,22,706617892109,706617892354
2,41,21,1244,41,21,706617892550,706617893012
4,62,21,284,40,22,706617893579,706617893737
4,45,21,665,43\xec\x8d+\xf2H#\x020\xc2\x1c\x12\x3:I\x1\xa3\xa4\xa8,706617894456
2,42,21,688,41,21,706617894558,706617895025
4,64,21,276,40,22,706617895593,706617895755
4,65,2\xe2\xa92?P\x96\xe9\x0\x9z#\xc1?\xd07\xc7\xa2}\x8c\xfc\xdf\xec\x1e\t\x1eo\x17,706617896543
4,66,21,256,40,22,706617897608,706617897766
5,38,21,711,41,22,706617898134,706617898378
2,45,21,675,41,21,706617899282,706617899746
3,51,22,320,46,21,706617900336,706617900286
4,69,21,241,40,22,706617900629,706617900788
2,46,20,850,41,21,706617901190,706617901650
4,71,22,114,40,22,7\x10V\xe17902150,706617902566
1,51,21,516,43,22,706617902898,706617903360
4,72,21,220,40,22,706617903651,706617903810
4,73,21,212,40,22\xa9\xec;06617904158,706617904574
1,52,21,651,43,22,706617904606,706617905077
4,74,21,314,40,22,706617905665,706617905827
2,49,21,656,41,21,706617905813,706617906280
3,55,20,305,46,21,706617906767,706617906587
1,53,21,509,43,22,706617906904,706617907222
4,75,21,74,40,22,706617907673,706617907683
1,54,2Qn6^\xea2\xf9\xf3<\x8\x3,\x3`\xa3\xcd\xae$t\x1e6<\xe2o175,706617908596
4,77,22,72,40,22,7066179096873,706617909635
1,55,22,651,43,22,706617910020,706617910332
